trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,rsi_14,ema_12,ema_26,dif,dea,macd_bar,bb_middle,bb_upper,bb_lower,bb_bandwidth,tr,atr_14,atr_pct,stock_name,ts_code,data_source
2026-04-17,1400.0,1421.0,1399.87,1407.24,1462.84,-55.6,-3.8,96825,13631929446.0,47.75010250102502,1445.1131385017022,1442.2927414703809,2.820397031321363,4.408437331808929,-3.1760806009751317,1439.2235,1485.9911232023837,1392.4558767976164,0.0649900772220349,62.97000000000003,27.199285714285743,1.9328107298176391,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-20,1403.0,1413.94,1400.0,1410.89,1407.24,3.65,0.26,36451,5127146041.0,47.66158427023977,1439.8480402706712,1439.966612472575,-0.11857220190381668,3.50303542506638,-7.243215253940393,1437.518,1485.8599724354262,1389.1760275645738,0.06725755425034846,13.940000000000055,26.160714285714317,1.8541994262993085,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-21,1411.0,1419.9,1410.0,1412.01,1410.89,1.12,0.08,21754,3074595192.0,38.5510216382376,1435.565264844414,1437.8957522894214,-2.330487445007293,2.3363308510516454,-9.333636592117877,1437.7150000000001,1485.5814635923969,1389.8485364076034,0.06658685983299431,9.900000000000091,22.58714285714289,1.5996446807843352,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-22,1415.0,1419.0,1404.98,1409.5,1412.01,-2.51,-0.18,26916,3793827534.0,34.29362183922504,1431.5552240991196,1435.7923632309457,-4.237139131826098,1.021636854476097,-10.51755197260439,1437.8235,1485.40897910976,1390.23802089024,0.06619098812859846,14.019999999999982,22.160714285714317,1.5722393959357441,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-23,1408.0,1419.7,1405.1,1419.0,1409.5,9.5,0.67,37701,5332831151.0,37.83622946917397,1429.6236511607935,1434.548484473098,-4.924833312304372,-0.16765717887999687,-9.51435226684875,1438.26,1484.9326851256947,1391.5873148743053,0.06490159654818277,14.600000000000136,22.290714285714312,1.5708748615725379,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-24,1413.1,1458.88,1413.1,1458.49,1419.0,39.49,2.78,55455,8003410999.0,49.63598669302349,1434.064627905287,1436.3219300676833,-2.2573021623963996,-0.5855861755832774,-3.3434319736262443,1441.1254999999999,1485.1762303123658,1397.074769687634,0.06113378787949542,45.7800000000002,24.4921428571429,1.6792808217500905,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-27,1420.0,1420.0,1402.2,1403.2,1458.49,-55.29,-3.79,72798,10239763452.0,42.41512854317734,1429.316223612166,1433.8684537663735,-4.552230154207564,-1.3789149713081348,-6.346630365798858,1440.4845,1486.4067622196312,1394.5622377803688,0.06375946734537052,56.289999999999964,26.016428571428605,1.8540784329695414,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-28,1402.0,1409.39,1400.11,1405.0,1403.2,1.8,0.13,34004,4772513712.0,36.3292638483965,1425.575266133371,1431.730049783679,-6.154783650307991,-2.3340887071081062,-7.641389886399769,1439.7345,1487.51765557644,1391.9513444235602,0.06637773225055017,9.2800000000002,24.60357142857148,1.7511438739196785,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-29,1405.0,1409.75,1400.28,1401.17,1405.0,-3.83,-0.27,34813,4881691348.0,36.44548030344576,1421.82060980516,1429.4663423922955,-7.645732587135399,-3.3964174831135647,-8.498630208043668,1437.2930000000001,1487.781068460204,1386.8049315397961,0.07025438579357719,9.470000000000027,24.028571428571485,1.714893369724693,贵州茅台,600519.SH,TASK1 本地 CSV
2026-04-30,1400.0,1401.17,1380.0,1384.79,1401.17,-16.38,-1.17,52753,7316111748.0,34.875584904010125,1416.1235929120585,1426.1569836965698,-10.033390784511312,-4.723812143393114,-10.619157282236396,1433.5605,1488.0348460529344,1379.0861539470657,0.07599867051712764,21.170000000000073,24.15571428571434,1.7443593819795304,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-06,1365.1,1379.0,1360.05,1375.0,1384.79,-9.79,-0.71,47806,6550750940.0,35.0072428778368,1409.7968863102033,1422.367577496824,-12.570691186620707,-6.293187952038633,-12.555006469164146,1429.3165,1488.204071121856,1370.4289288781438,0.08239962404667704,24.74000000000001,24.42571428571434,1.7764155844155884,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-07,1375.0,1388.0,1370.01,1371.05,1375.0,-3.95,-0.29,40461,5573286315.0,33.37862120348859,1403.8358268778643,1418.566275460022,-14.730448582157806,-7.980640078062469,-13.499617008190674,1424.869,1487.3268955103276,1362.4111044896722,0.0876682635531094,17.99000000000001,24.739285714285774,1.8044043407815742,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-08,1371.66,1382.77,1370.0,1372.99,1371.05,1.94,0.14,33369,4582855939.0,27.444990692568382,1399.0903150505005,1415.190255055576,-16.099940005075496,-9.604500063465075,-12.990879883220842,1421.5175000000002,1487.6384787156533,1355.396521284347,0.09302872277781048,12.769999999999982,23.59500000000006,1.7185121523099263,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-11,1372.89,1372.89,1361.0,1361.33,1372.99,-11.66,-0.85,57135,7790721392.0,26.557664772989696,1393.281035811962,1411.2006065329408,-17.919570720978754,-11.267514194967811,-13.304113052021886,1416.333,1484.3258943965552,1348.340105603445,0.0960125823468847,11.990000000000009,23.207857142857197,1.7047928968624213,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-12,1362.0,1363.58,1350.5,1354.55,1361.33,-6.78,-0.5,50837,6886304982.0,34.28946269902795,1387.322414917814,1407.0042653082785,-19.681850390464433,-12.950381434067136,-13.462937912794594,1411.036,1481.0217794277187,1341.0502205722814,0.09919772341417032,13.079999999999927,19.64428571428576,1.450244414328431,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-13,1354.5,1358.6,1338.0,1344.09,1354.55,-10.46,-0.77,56968,7653257144.0,30.85959885386815,1380.6712741612273,1402.3439493595172,-21.67267519828988,-14.694840186911685,-13.95567002275639,1405.5425,1478.5259452389537,1332.5590547610464,0.10385092622806306,20.59999999999991,20.120000000000037,1.4969235691062381,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-14,1338.0,1369.06,1335.18,1342.17,1344.09,-1.92,-0.14,55244,7428592859.0,30.07986309184257,1374.7480012133462,1397.8866197773307,-23.138618563984437,-16.383595862326235,-13.510045403316404,1400.4855,1476.4071982991788,1324.5638017008212,0.10842196980858258,33.87999999999988,21.832857142857165,1.6266834412076836,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-15,1335.15,1339.28,1327.11,1332.95,1342.17,-9.22,-0.69,58184,7749366540.0,28.970935662875675,1368.317539488216,1393.0764997938247,-24.758960305608753,-18.05866875098274,-13.400583109252025,1394.788,1473.1085331953245,1316.4674668046755,0.11230456986341224,15.060000000000173,21.907142857142894,1.6435082228998008,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-18,1336.0,1342.68,1319.61,1323.0,1332.95,-9.95,-0.75,49661,6594983723.0,23.69286418941138,1361.3456103361827,1387.885647957245,-26.54003762106231,-19.754942524998654,-13.570190192127313,1387.563,1464.284605575647,1310.8413944243532,0.11058468058840844,23.070000000000164,22.512142857142894,1.7015980995572861,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-19,1321.9,1329.99,1318.0,1324.3,1323.0,1.3,0.1,43255,5719170335.0,3.4934497816593506,1355.6462856690778,1383.175599960412,-27.52931429133423,-21.30981687826577,-12.43899482613692,1380.636,1453.6686336286505,1307.6033663713495,0.10579563857331042,11.990000000000009,20.098571428571454,1.5176751059859137,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-20,1321.0,1332.99,1314.0,1315.0,1324.3,-9.3,-0.7,47487,6271273748.0,5.128205128205096,1349.393010950758,1378.1255555189,-28.732544568141975,-22.794362416241015,-11.876364303801921,1376.024,1453.4976454748175,1298.5503545251822,0.11260507879923266,18.99000000000001,17.434285714285743,1.325801195002718,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-21,1312.98,1323.52,1311.0,1311.0,1315.0,-4.0,-0.3,38868,5112740391.0,3.2245222929936546,1343.4863938814105,1373.1532921471296,-29.666898265719055,-24.168869586136623,-10.996057359164865,1371.0295,1451.8462117879114,1290.2127882120888,0.1178920100375832,12.519999999999982,17.665714285714298,1.3474991827394582,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-22,1310.95,1311.91,1290.12,1290.2,1311.0,-20.8,-1.59,49157,6372389482.0,2.7586206896551744,1335.2884871304243,1367.0086038399347,-31.72011670951042,-25.679119010811384,-12.081995397398074,1364.9389999999999,1450.945110162377,1278.9328898376227,0.1260219103745693,21.79000000000019,18.545714285714308,1.4374294129370877,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-25,1287.0,1304.79,1277.0,1285.88,1290.2,-4.32,-0.33,46353,5978725158.0,3.074295473953896,1327.6871814180513,1360.9990776295692,-33.31189621151793,-27.205674450952696,-12.212443521130474,1358.758,1448.9467374460085,1268.5692625539916,0.1327517298091469,27.789999999999964,19.018571428571445,1.4790315914837653,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-26,1285.35,1289.89,1270.01,1273.38,1285.88,-12.5,-0.97,45932,5867830633.0,2.9972247918594093,1319.332230430659,1354.5087755829345,-35.176545152275594,-28.799848591217277,-12.753393122116634,1351.4769999999999,1444.650957079725,1258.3030429202747,0.13788463596454123,19.88000000000011,18.671428571428596,1.4662888196318926,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-27,1268.02,1319.0,1250.1,1303.0,1273.38,29.62,2.33,82728,10586574902.0,24.56455109516331,1316.8195795951729,1350.6933107249395,-33.87373112976661,-29.814625098927145,-8.118212061678932,1343.7024999999999,1424.3915916451908,1263.013408354809,0.12009963759863655,68.90000000000009,22.30785714285717,1.7120381537112177,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-28,1290.0,1304.0,1271.0,1275.98,1303.0,-27.02,-2.07,45890,5895475019.0,19.46490399748184,1310.5365673497618,1345.1589914119809,-34.622424062219125,-30.776184891585544,-7.692478341267162,1337.3415,1418.3393599522346,1256.3436400477653,0.12113265004074823,33.0,23.752857142857174,1.861538358191913,贵州茅台,600519.SH,TASK1 本地 CSV
2026-05-29,1270.6,1329.0,1270.0,1326.0,1275.98,50.02,3.92,76478,10037388211.0,41.042543481567876,1312.9155569882598,1343.7398068629452,-30.824249874685393,-30.785797888205515,-0.07690397295975515,1333.3915000000002,1407.9456276417393,1258.837372358261,0.1118263130397023,59.0,27.110714285714316,2.0445485886662382,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-01,1327.0,1327.0,1301.31,1309.6,1326.0,-16.4,-1.24,43845,5741133268.0,39.133587970797244,1312.4054712977584,1341.2109322805047,-28.805460982746354,-30.389730507113683,3.168539048734658,1328.813,1396.7988614094036,1260.8271385905966,0.10232570182471644,25.690000000000055,28.01142857142861,2.1389300986124473,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-02,1306.0,1326.36,1301.0,1307.22,1309.6,-2.38,-0.18,36362,4769963104.0,40.7245283018868,1311.6077064827186,1338.6930854449117,-27.08537896219309,-29.728860198129567,5.286962471872954,1324.9345,1388.1581552915184,1261.7108447084818,0.09543665032727021,25.3599999999999,28.35142857142861,2.1688337518878695,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-03,1304.0,1304.0,1276.0,1281.91,1307.22,-25.31,-1.94,52477,6743202681.0,36.43648149815429,1307.0388285623003,1334.486930967511,-27.448102405210648,-29.272708639545787,3.649212468670278,1320.2800000000002,1381.6642277016335,1258.8957722983669,0.09298668116101634,31.220000000000027,28.16142857142862,2.196833519625295,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-04,1278.99,1288.99,1266.69,1268.0,1281.91,-13.91,-1.09,33506,4273269325.0,35.68311069964287,1301.032854937331,1329.5619731180657,-28.529118180734713,-29.123990547783574,1.1897447340977223,1315.1275,1375.8646412858607,1254.3903587141394,0.09236692455425137,22.299999999999955,28.678571428571463,2.2617169896349734,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-05,1278.0,1283.0,1267.74,1272.86,1268.0,4.86,0.38,31304,3984001862.0,38.693965906016004,1296.6985695623569,1325.361826961172,-28.663257398815176,-29.031843917989896,0.7371730383494395,1310.1209999999999,1367.1711596104565,1253.0708403895433,0.08709143599783013,15.259999999999991,28.120714285714307,2.209254300214816,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-08,1272.0,1278.0,1260.0,1262.98,1272.86,-9.88,-0.78,30828,3898027116.0,36.688086141021174,1291.5110973219942,1320.740950889974,-29.229853567979944,-29.071445847987906,-0.3168154399840759,1305.2035,1360.5991096588289,1249.8078903411713,0.08488424932790754,18.0,28.55000000000002,2.260526690842295,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-09,1262.99,1263.0,1252.55,1256.0,1262.98,-6.98,-0.55,27860,3500590715.0,37.0614035087719,1286.047851580149,1315.9453248981242,-29.897473317975255,-29.23665134198538,-1.3216439519797518,1300.276,1354.7137997157708,1245.8382002842293,0.08373268400827329,10.450000000000045,27.940000000000023,2.2245222929936324,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-10,1252.08,1282.0,1250.21,1275.88,1256.0,19.88,1.58,39244,4991686419.0,42.799737575856994,1284.4835667216646,1312.9775230538187,-28.493956332154085,-29.088112340019123,1.1883120157300766,1296.8654999999999,1348.204147994414,1245.5268520055859,0.07917343470763011,31.789999999999964,29.31642857142859,2.2977418386861297,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-11,1272.12,1282.88,1266.91,1279.0,1275.88,3.12,0.24,25352,3230008220.0,47.524314765694065,1283.6399410721776,1310.4606694942765,-26.82072842209891,-28.634635556435082,3.6278142686723456,1293.7069999999999,1340.9165566150443,1246.4974433849554,0.07298338281395161,15.970000000000027,28.900714285714294,2.2596336423545185,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-12,1271.18,1295.0,1265.01,1291.91,1279.0,12.91,1.01,50495,6477910214.0,51.28412624047021,1284.912257830304,1309.0865458280339,-24.174287997729834,-27.742566044694033,7.136556093928398,1291.655,1335.1001322450409,1248.209867754959,0.06727048979029368,29.99000000000001,29.057857142857156,2.249216829566855,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-15,1292.7,1292.7,1270.1,1271.1,1291.91,-20.81,-1.61,41586,5303656129.0,49.53105717811596,1282.7872950871804,1306.2727276185499,-23.485432531369497,-26.891139342029128,6.811413621319261,1289.06,1330.7880574547507,1247.3319425452491,0.06474183894427071,22.600000000000136,29.25214285714287,2.301325061532757,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-16,1267.01,1267.88,1255.0,1255.67,1271.1,-15.43,-1.21,34970,4399957625.0,39.66187584640252,1278.6154035353065,1302.5243774245832,-23.908973889276695,-26.294706251478644,4.771464724403899,1285.6285,1326.4319489125307,1244.8250510874693,0.06347626691930167,16.09999999999991,25.48071428571429,2.029252453727037,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-17,1258.0,1259.77,1238.56,1240.0,1255.67,-15.67,-1.25,44803,5581256291.0,41.73101673101673,1272.6745722221824,1297.8929420597992,-25.21836983761682,-26.07943896870628,1.7221382621789232,1281.8785,1325.034037194269,1238.722962805731,0.06733171231792884,21.210000000000036,24.63857142857143,1.9869815668202766,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-18,1235.0,1238.87,1211.22,1215.0,1240.0,-25.0,-2.02,57472,7016713941.0,21.174820816453717,1263.8015611110775,1291.7527241294438,-27.951163018366287,-26.453783778638282,-2.99475847945601,1277.0785,1327.362480613267,1226.794519386733,0.07874845690890102,28.779999999999973,22.48,1.8502057613168723,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-22,1214.31,1252.8,1205.0,1241.41,1215.0,26.41,2.17,58251,7163236298.0,33.16711922981983,1260.3567055555272,1288.0236334531887,-27.66692789766148,-26.696412602442923,-1.9410305904371157,1274.639,1326.9363658992459,1222.341634100754,0.08205831753029048,47.799999999999955,24.05928571428571,1.9380612138041184,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-23,1239.0,1264.0,1217.0,1222.45,1241.41,-18.96,-1.53,58004,7179745911.0,30.657600511112136,1254.5249047008308,1283.1663272714711,-28.641422570640316,-27.0854145960824,-3.112015949115829,1271.4675,1328.3838415161106,1214.5511584838894,0.08952858254907908,47.0,25.605,2.094564194854595,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-24,1222.65,1241.87,1207.51,1207.68,1222.45,-14.77,-1.21,45335,5516574460.0,32.20672131933459,1247.3179962853185,1277.5747474735845,-30.25675118826598,-27.719681914519118,-5.074138547493725,1268.1825000000001,1331.8210271836554,1204.5439728163449,0.10036178102702921,34.3599999999999,25.829285714285707,2.138752460443636,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-25,1207.0,1227.0,1200.0,1212.1,1207.68,4.42,0.37,48446,5860481755.0,35.96182822702157,1241.8998430106542,1272.7247661792449,-30.824923168590658,-28.340730165333426,-4.968386006514464,1263.6375,1329.7421907723258,1197.5328092276743,0.10462603519177888,27.0,26.164999999999996,2.1586502763798365,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-26,1199.0,1199.0,1168.1,1168.63,1212.1,-43.47,-3.59,50066,5922014054.0,28.0762273358294,1230.6275594705535,1265.01404275856,-34.3864832880065,-29.54988078986804,-9.673204996276922,1258.27,1336.4796774197719,1180.060322580228,0.12431302887261379,44.0,28.217857142857138,2.41461002565886,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-29,1169.0,1215.0,1151.01,1194.96,1168.63,26.33,2.25,66878,7949237761.0,36.61866540761724,1225.1402426289299,1259.824854406074,-34.684611777144255,-30.576826987323287,-8.215569579641937,1251.718,1327.9680166281225,1175.4679833718776,0.12183257990717153,63.99000000000001,31.502857142857142,2.636310599757075,贵州茅台,600519.SH,TASK1 本地 CSV
2026-06-30,1187.0,1195.67,1176.0,1185.49,1194.96,-9.47,-0.79,39608,4684236159.0,36.263393726865374,1219.0402053014022,1254.318568894513,-35.278363593110726,-31.517134308480777,-7.522458569259896,1245.5125,1322.1283790398707,1168.8966209601294,0.123027073658226,19.670000000000073,32.16142857142857,2.7129228058801487,贵州茅台,600519.SH,TASK1 本地 CSV
2026-07-01,1180.1,1196.8,1166.33,1193.01,1185.49,7.52,0.63,42474,5033838236.0,33.038601661959106,1215.0355583319558,1249.7771934208454,-34.74163508888955,-32.16203446456253,-5.159201248654043,1239.802,1314.0405445637693,1165.5634554362305,0.11975871076796044,30.470000000000027,32.06714285714286,2.687919033129887,贵州茅台,600519.SH,TASK1 本地 CSV
2026-07-02,1193.01,1215.52,1190.51,1203.0,1193.01,9.99,0.84,50870,6122360932.0,34.870202261506606,1213.1839339731935,1246.3122161304125,-33.12828215721902,-32.35528400309383,-1.5459963082503805,1235.8564999999999,1309.0526046633913,1162.6603953366084,0.11845405136177455,25.00999999999999,32.712857142857146,2.7192732454577846,贵州茅台,600519.SH,TASK1 本地 CSV
2026-07-03,1205.24,1210.14,1185.0,1194.45,1203.0,-8.55,-0.71,34268,4099266243.0,30.25526742301456,1210.30179028501,1242.4705704911228,-32.16878020611284,-32.31798324369763,0.29840607516958073,1232.1789999999999,1305.9635295152639,1158.3944704847358,0.11976267979776319,25.1400000000001,32.36642857142858,2.709734904887486,贵州茅台,600519.SH,TASK1 本地 CSV
2025-07-03,251.47,263.21,250.59,262.59,250.45,12.14,4.85,338037,8746803693.0,,262.59,262.59,0.0,0.0,0.0,,,,,12.619999999999976,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-04,265.01,269.98,260.98,265.8,262.59,3.21,1.22,272060,7214227943.0,,263.08384615384614,262.8277777777778,0.256068376068356,0.0512136752136712,0.40970940170936954,,,,,9.0,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-07,265.8,268.88,258.88,260.89,265.8,-4.91,-1.85,174665,4568972964.0,,262.7463313609467,262.6842386831276,0.06209267781912331,0.053389475734761625,0.01740640416872337,,,,,10.0,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-08,260.7,265.9,259.82,263.31,260.89,2.42,0.93,155923,4104293094.0,,262.83304961310876,262.7305913732663,0.10245823984246272,0.06320322855630185,0.07851002257232173,,,,,6.079999999999984,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-09,262.2,274.46,262.1,270.8,263.31,7.49,2.84,293884,7948423738.0,,264.0587342880151,263.3283253456169,0.730408942398185,0.1966443713246785,1.067529142147013,,,,,12.359999999999957,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-10,274.99,274.99,268.5,272.0,270.8,1.2,0.44,242393,6594201202.0,,265.28046747447434,263.97067161631196,1.3097958581623743,0.4192746686922177,1.7810423789403131,,,,,6.490000000000009,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-11,271.5,274.0,270.1,271.5,272.0,-0.5,-0.18,213282,5798544034.0,,266.23731863224754,264.52839964473327,1.7089189875142665,0.6772035324566275,2.063430910115278,,,,,3.8999999999999773,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-14,271.0,271.32,266.1,268.5,271.5,-3.0,-1.1,149789,4013693003.0,,266.58542345805563,264.8225922636419,1.7628311944137067,0.8943290648480433,1.7370042591313268,,,,,5.399999999999977,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-15,268.5,272.5,266.0,267.75,268.5,-0.75,-0.28,169526,4553827628.0,,266.7645890798932,265.0394372811499,1.7251517987432976,1.0604936116270942,1.3293163742324068,,,,,6.5,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-16,268.5,268.7,263.04,264.4,267.75,-3.35,-1.25,156265,4135841242.0,,266.400806144525,264.99207155662026,1.4087345879047461,1.1301418068826246,0.5571855620442432,,,,,5.659999999999968,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-17,265.37,267.75,264.36,265.5,264.4,1.1,0.42,145110,3852746250.0,,266.2622205838289,265.0296958857595,1.2325246980693692,1.1506183851199736,0.1638126258987911,,,,,3.3899999999999864,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-18,268.7,272.45,265.8,271.2,265.5,5.7,2.15,221866,5981601234.0,,267.0218789555475,265.4867554497773,1.5351235057701729,1.2275194092500135,0.6152081930403188,,,,,6.949999999999989,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-21,277.0,282.0,273.55,279.66,271.2,8.46,3.12,324863,9047295148.0,,268.96620527007866,266.5366254164605,2.429579853618179,1.4679314981236466,1.923296710989065,,,,,10.800000000000011,,,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-22,280.0,290.0,279.18,286.66,279.66,7.0,2.5,333090,9468912161.0,,271.6883275362204,268.02724575598194,3.661081780238476,1.9065615545466126,3.5090404513837266,,,,,10.819999999999993,7.854999999999988,2.7401800041861395,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-23,288.16,290.75,286.59,287.02,286.66,0.36,0.13,200190,5772653125.0,74.70171890798782,274.04704637680186,269.43411644072404,4.612929936077819,2.447835230852854,4.33018941044993,,,,,4.160000000000025,7.250714285714277,2.5262052420438565,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-24,289.0,289.2,282.91,285.2,287.02,-1.82,-0.63,223891,6394082072.0,70.18310445276732,275.7628853957554,270.6019596673371,5.160925728418306,2.990453330365945,4.340944796104722,,,,,6.289999999999964,7.057142857142845,2.4744540172310114,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-25,285.2,285.2,281.75,282.8,285.2,-2.4,-0.84,134326,3802835260.0,74.0504939626784,276.845518411793,271.5055182104973,5.340000201295709,3.4603627045518977,3.7592749934876224,,,,,3.4499999999999886,6.589285714285702,2.3300161648817896,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-28,283.02,289.09,281.3,286.3,282.8,3.5,1.24,238973,6830867028.0,74.6515119022089,278.30005404074797,272.60140575046046,5.698648290287508,3.90801982169902,3.5812569371769767,,,,,7.789999999999964,6.7114285714285575,2.344194401476967,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-29,286.7,292.0,286.68,291.82,286.3,5.52,1.93,233946,6785427583.0,73.5333631885356,280.38004572678676,274.0250053245004,6.355040402286363,4.397423937816489,3.915232928939748,,,,,5.699999999999989,6.235714285714274,2.136835818557424,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-30,292.2,292.2,276.36,277.09,291.82,-14.73,-5.05,415943,11712764593.0,54.37360371197797,279.8738848457426,274.25204196712997,5.621842878612654,4.642307725975722,1.9590703052738636,274.0395,293.44486927868434,254.63413072131564,0.14162461454413944,15.839999999999975,6.903571428571415,2.491454555765786,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-07-31,280.8,281.98,264.62,264.62,277.09,-12.47,-4.5,447104,12088514551.0,45.096921322690996,277.527133331013,273.5385573769722,3.988575954040755,4.511561371588729,-1.0459708350959485,274.14099999999996,293.3140599375379,254.96794006246205,0.1398773619235205,17.360000000000014,7.864999999999989,2.972186531630258,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-08-01,264.8,266.6,262.75,263.07,264.62,-1.55,-0.59,252500,6682814646.0,46.04861010042205,275.3029589723956,272.7631086823817,2.5398502900138737,4.117219155273758,-3.154737730519768,274.00449999999995,293.4643193046189,254.54468069538098,0.142040143899965,3.8500000000000227,7.7542857142857065,2.94761307419535,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-08-04,263.0,268.0,261.7,266.48,263.07,3.41,1.3,237682,6286238371.0,49.110270421745845,273.94558066895013,272.2976932244275,1.6478874445226097,3.6233528131235286,-3.950930737201838,274.284,293.1006627165785,255.46733728342153,0.13720568984394627,6.300000000000011,7.739999999999993,2.9045331732212523,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-08-05,267.5,269.0,263.5,265.7,266.48,-0.78,-0.29,219760,5844478669.0,50.94476744186047,272.67702979680394,271.80897520780326,0.8680545890006783,3.072293168298959,-4.408477158596561,274.4035,292.95520898639234,255.85179101360768,0.13521481312295452,5.5,7.728571428571423,2.9087585354051275,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-08-06,265.22,266.9,263.23,265.0,265.7,-0.7,-0.26,153233,4058482395.0,49.634502923976605,271.49594828960335,271.3046066738919,0.19134161571145114,2.4961028577814575,-4.609522484140013,274.1135,293.07910129897226,255.14789870102769,0.13837772527783046,3.669999999999959,7.748571428571422,2.9239892183288383,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
2025-08-07,265.0,266.49,262.2,263.05,265.0,-1.95,-0.74,165481,4363462114.0,43.696829079659715,270.1965716296644,270.6931543276777,-0.4965826980132988,1.8975657466225062,-4.78829688927161,273.666,293.25372805933137,254.07827194066866,0.143150614686014,4.2900000000000205,7.558571428571424,2.873435251310178,宁德时代,300750.SZ,AkShare 公开 A 股日行情接口（本地缓存）
