trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,rsi_14,ema_12,ema_26,dif,dea,macd_bar,bb_middle,bb_upper,bb_lower,bb_bandwidth,tr,atr_14,atr_pct,stock_name,ts_code,data_source
2025-08-21,1453.45,1454.99,1443.65,1448.25,1450.0,-1.75,-0.12,30891,4470441662.0,64.46625312471065,1435.5521262212758,1432.969429207216,2.582697014059704,1.0174753336566527,3.130443360806103,1432.531,1456.8856921016966,1408.1763078983033,0.03400232469900704,11.339999999999918,16.024285714285742,1.106458533698308,贵州茅台,600519.SH,TASK1 本地 CSV
2025-08-22,1448.88,1464.0,1444.77,1463.95,1448.25,15.7,1.08,44971,6544867368.0,68.46602579903046,1439.921029879541,1435.2642863029778,4.656743576563258,1.7453289822379738,5.8228291886505685,1432.9785,1459.3194221554602,1406.6375778445397,0.0367638762974605,19.230000000000018,16.98357142857146,1.1601196371851128,贵州茅台,600519.SH,TASK1 本地 CSV
2025-08-25,1470.01,1496.0,1466.0,1490.33,1463.95,26.38,1.8,65325,9676719498.0,72.45783997129524,1447.6762560519194,1439.3432280583127,8.33302799360672,3.0628687845117235,10.540318418189994,1435.562,1472.3234945002885,1398.8005054997113,0.051215474497497936,32.049999999999955,18.356428571428587,1.2317022787858118,贵州茅台,600519.SH,TASK1 本地 CSV
2025-08-26,1490.32,1494.23,1480.01,1481.61,1490.33,-8.72,-0.59,39602,5883917000.0,70.01594896331727,1452.8968320439317,1442.4741000539932,10.422731989938484,4.534841425597076,11.775781128682816,1437.6924999999999,1479.8376211511143,1395.5473788488855,0.058628839130919,14.220000000000027,18.67928571428573,1.2607424163096719,贵州茅台,600519.SH,TASK1 本地 CSV
2025-08-27,1481.88,1484.93,1448.0,1448.0,1481.61,-33.61,-2.27,56006,8184169113.0,57.274944693402944,1452.1434732679422,1442.8834259759196,9.260047292022591,5.479882598882179,7.560329386280824,1437.6205,1479.6859640067748,1395.5550359932251,0.058520957383085236,36.930000000000064,20.771428571428583,1.4344909234412004,贵州茅台,600519.SH,TASK1 本地 CSV
2025-08-28,1447.97,1456.1,1438.77,1446.1,1448.0,-1.9,-0.13,39282,5683673273.0,57.10649850121596,1451.2137081497972,1443.1216907184441,8.092017431353042,6.002309565376352,4.17941573195338,1438.8419999999999,1480.3726677300672,1397.3113322699326,0.05772790581602054,17.329999999999927,21.402142857142866,1.479990516364212,贵州茅台,600519.SH,TASK1 本地 CSV
2025-08-29,1453.0,1482.58,1452.0,1480.0,1446.1,33.9,2.34,62256,9159701454.0,59.37433040497106,1455.6423684344438,1445.8534173318926,9.78895110255121,6.759637872811324,6.05862645947977,1441.9919999999997,1486.0284459582235,1397.955554041776,0.061077240315097175,36.48000000000002,21.792142857142867,1.4724420849420856,贵州茅台,600519.SH,TASK1 本地 CSV
2025-09-01,1482.2,1488.0,1465.7,1476.1,1480.0,-3.9,-0.26,45123,6658918555.0,60.69433796955423,1458.7896963676062,1448.0939049369376,10.695791430668578,7.546868584382775,6.297845692571606,1444.847,1489.996911278108,1399.697088721892,0.062497844101289605,22.299999999999955,21.30857142857144,1.4435723479826192,贵州茅台,600519.SH,TASK1 本地 CSV
2025-09-02,1478.66,1509.0,1478.0,1491.3,1476.1,15.2,1.03,56688,8470012816.0,69.70082397832213,1463.7912815418206,1451.2943564230904,12.496925118730132,8.536879891252246,7.920090454955773,1448.025,1496.8990204370807,1399.1509795629195,0.06750438761358486,32.90000000000009,22.44142857142859,1.5048232127290682,贵州茅台,600519.SH,TASK1 本地 CSV
2025-09-03,1491.0,1503.5,1466.0,1480.55,1491.3,-10.75,-0.72,45045,6656011145.0,64.50389948006928,1466.369545920002,1453.4614411324912,12.908104787510865,9.41112487050397,6.99395983401379,1450.8584999999998,1500.404867554995,1401.3121324450046,0.0682993793743431,37.5,23.158571428571445,1.5641870540387994,贵州茅台,600519.SH,TASK1 本地 CSV
